Movie_ID,Title,Genre,Release_Year,Duration_Minutes,Budget_Million_USD,Box_Office_Million_USD,Director_Popularity_Score,Cast_Popularity_Score,User_ID,Age,Gender,Country,Subscription_Type,Rating,Review_Sentiment,Watch_Time_Minutes,Rewatch,Review_Length_Words,Timestamp
854,Film_854,Action,2007,155,71.59,198.42,1.3,5.3,4704,18,Male,UK,Premium,3.5,Neutral,48,No,131,2025-06-02
320,Film_320,Romance,2002,148,214.51,280.88,7.1,9.0,2205,34,Male,India,Standard,4.5,Positive,129,No,13,2023-05-26
163,Film_163,Documentary,2021,152,178.33,761.02,5.0,4.1,834,41,Female,USA,Standard,5.0,Positive,94,No,68,2025-04-23
219,Film_219,Drama,2024,165,130.74,124.09,4.3,9.5,803,60,Female,Germany,Premium,4.0,Positive,151,Yes,219,2024-09-01
469,Film_469,Comedy,1982,169,68.2,146.43,4.7,3.9,4996,22,Male,USA,Standard,3.0,Neutral,110,No,101,2023-01-30
377,Film_377,Documentary,2023,141,89.74,67.78,2.3,9.5,794,47,Female,UK,Free,3.0,Neutral,125,No,188,2024-05-11
280,Film_280,Documentary,1981,138,42.38,80.76,2.5,2.0,3712,69,Male,Canada,Free,3.0,Neutral,81,No,56,2025-06-21
189,Film_189,Romance,2023,121,56.43,194.45,9.0,3.5,4167,49,Male,Australia,Standard,3.5,,68,No,144,2023-07-10
871,Film_871,Drama,2007,135,212.6,269.68,7.1,8.2,1900,69,Male,Germany,Standard,4.0,Positive,115,No,231,2023-02-26
62,Film_62,Drama,2023,170,23.69,24.87,1.1,2.2,4149,52,Male,Australia,Free,2.5,Negative,42,No,110,2024-01-02
181,Film_181,Sci-Fi,2020,141,206.68,195.98,4.4,5.3,1354,45,Male,Germany,Free,4.0,Positive,134,No,157,2025-03-29
562,Film_562,Sci-Fi,1983,121,95.22,82.7,8.7,6.2,2883,29,Male,UK,Free,4.0,Positive,49,No,51,2023-08-10
886,Film_886,Documentary,1990,94,230.8,819.12,9.3,2.8,995,59,Male,USA,Free,5.0,Positive,46,Yes,160,2025-07-16
349,Film_349,Romance,1998,134,223.1,968.09,1.8,5.5,4986,58,Female,UK,Standard,4.5,Positive,35,Yes,63,2023-03-31
70,Film_70,Romance,1986,123,57.02,218.67,9.0,1.4,2058,43,Male,UK,Free,4.0,Positive,106,No,124,2023-06-10
614,Film_614,Thriller,2009,94,175.82,729.14,7.0,9.6,1500,65,Male,Japan,Standard,5.0,Positive,61,Yes,221,2025-03-24
28,Film_28,Documentary,2017,163,69.31,246.75,7.7,9.9,3699,59,Female,Germany,Premium,3.5,Neutral,144,No,213,2024-07-06
917,Film_917,Drama,2007,127,127.14,197.39,5.7,8.9,1552,64,Female,UK,Free,4.5,Positive,70,No,192,2024-01-28
44,Film_44,Romance,1995,130,38.19,133.68,5.3,4.5,3942,51,Male,Canada,Standard,4.5,Positive,99,No,207,2024-01-17
818,Film_818,Action,2014,93,15.07,43.47,9.3,4.2,3899,49,Male,USA,Standard,4.5,Positive,74,No,237,2023-02-26
512,Film_512,Documentary,2005,88,127.1,541.17,6.4,7.1,3419,57,Male,UK,Premium,4.0,Positive,69,No,107,2024-08-09
597,Film_597,Romance,2021,92,66.9,,2.3,5.7,1337,66,Male,Canada,Standard,3.5,Neutral,43,No,200,2024-09-05
71,Film_71,Documentary,1981,141,121.4,282.61,9.2,6.9,768,34,Female,UK,Standard,4.0,Positive,54,No,114,2024-06-23
986,Film_986,Documentary,1996,158,118.7,375.54,8.3,2.0,559,61,Female,Germany,Standard,5.0,Positive,55,No,11,2025-03-12
676,Film_676,Drama,2008,143,238.37,1091.83,5.9,,4585,54,Male,France,Standard,5.0,Positive,142,No,240,2023-03-20
59,Film_59,Animation,1995,167,48.8,226.16,8.9,8.8,3232,36,Non-binary,France,Standard,5.0,Positive,163,No,120,2025-05-18
203,Film_203,Thriller,2015,107,214.53,605.51,9.6,3.7,4090,61,Female,UK,Free,5.0,Positive,74,No,129,2023-07-04
37,Film_37,Romance,1989,111,217.17,757.51,1.1,6.3,2922,63,Female,India,Standard,5.0,Positive,54,No,57,2025-09-10
11,Film_11,Comedy,1995,149,177.25,544.51,1.3,8.6,2822,21,Female,France,Standard,5.0,Positive,91,Yes,140,2025-05-01
657,Film_657,Drama,1982,87,150.24,146.52,2.4,9.5,2082,66,Male,India,Free,3.0,,81,No,32,2024-08-23
442,Film_442,Drama,2016,83,187.27,439.22,3.9,5.6,3861,53,Female,UK,Premium,4.0,Positive,35,No,181,2024-08-10
913,Film_913,Sci-Fi,2021,84,34.65,112.88,7.0,8.9,3864,39,Male,Japan,Standard,4.5,Positive,36,No,14,2023-06-16
470,Film_470,Documentary,2011,90,100.46,291.63,8.0,8.8,4273,45,Male,France,Free,4.5,Positive,80,No,222,2025-02-02
980,Film_980,Documentary,1994,155,52.02,90.92,2.3,7.1,4768,53,Male,Australia,Standard,4.5,Positive,50,Yes,157,2023-03-14
840,Film_840,Comedy,2006,81,142.64,344.24,7.7,6.9,1087,19,Female,USA,Free,5.0,,63,No,142,2023-03-06
577,Film_577,Documentary,1985,113,224.28,137.62,4.1,4.0,3650,60,Female,France,Free,4.0,Positive,85,No,123,2024-09-16
291,Film_291,Action,1991,82,47.07,243.67,9.0,4.9,4444,21,Female,Canada,Premium,3.5,Neutral,40,No,18,2024-03-12
10,Film_10,Romance,2018,161,231.8,303.32,2.7,5.3,2603,48,Female,Australia,Standard,4.5,Positive,64,Yes,67,2024-05-01
406,Film_406,Action,1983,93,25.37,84.23,8.6,4.9,127,35,Male,India,Premium,5.0,Positive,54,Yes,73,2024-10-19
557,Film_557,Drama,2007,98,219.42,526.45,8.1,7.2,2167,52,Male,Canada,Standard,5.0,Positive,66,No,213,2024-03-19
253,Film_253,Comedy,1988,99,166.56,370.71,7.3,7.8,2964,34,Female,UK,Free,4.5,Positive,34,No,201,2023-01-25
472,Film_472,Documentary,1983,166,51.08,239.29,3.7,1.9,3784,70,Male,UK,Premium,4.5,Positive,31,Yes,173,2023-01-20
477,Film_477,Documentary,1988,173,137.99,159.8,2.5,3.4,3662,43,Female,France,Free,4.0,Positive,47,No,113,2024-07-09
143,Film_143,Action,2001,150,9.25,44.75,3.7,4.8,2648,32,Female,USA,Premium,3.0,Neutral,77,No,175,2025-04-14
209,Film_209,Sci-Fi,2000,148,188.48,889.08,9.7,2.9,2131,18,Male,UK,Free,5.0,Positive,77,No,58,2023-06-19
36,Film_36,Documentary,2023,112,38.03,177.88,5.8,3.1,4005,48,Male,Canada,Standard,3.5,Neutral,98,No,206,2024-09-19
742,Film_742,Comedy,2017,116,28.53,149.54,1.2,5.7,2440,19,Male,UK,Free,4.0,Positive,102,No,237,2023-09-25
910,Film_910,Drama,1988,137,208.6,798.31,5.8,9.2,4449,52,Male,Australia,Standard,5.0,Positive,71,No,114,2024-10-18
547,Film_547,Sci-Fi,2019,129,103.73,69.65,9.0,8.6,2562,21,Female,Canada,Standard,4.0,Positive,127,No,11,2025-03-25
177,Film_177,Drama,2011,139,53.85,,6.9,8.5,1329,60,Male,France,Standard,4.0,Positive,129,No,245,2024-07-29
640,Film_640,Romance,1983,134,19.89,49.74,1.4,4.6,3394,54,Male,India,Premium,3.0,Neutral,53,No,175,2025-05-18
372,Film_372,Horror,1985,98,165.62,168.25,5.4,8.8,1147,39,Male,France,Premium,4.0,Positive,33,No,178,2024-10-09
914,Film_914,Documentary,2016,146,139.33,487.88,1.9,1.9,3231,62,Male,Australia,Premium,3.5,Neutral,47,Yes,64,2023-12-08
394,Film_394,Horror,1992,82,206.23,602.36,7.0,9.9,2260,46,Male,Canada,Standard,4.5,Positive,37,No,106,2024-09-24
1000,Film_1000,Sci-Fi,1994,116,89.75,335.68,5.8,3.5,1457,25,Female,UK,Standard,4.0,Positive,88,No,23,2025-02-09
201,Film_201,Action,2008,127,214.19,551.89,7.4,3.8,2442,19,Female,India,Free,4.5,Positive,39,Yes,32,2025-07-20
572,Film_572,Horror,1985,173,106.88,444.37,9.7,6.6,365,31,Male,France,Free,4.5,Positive,144,No,14,2025-06-27
367,Film_367,Comedy,1986,94,130.22,482.9,9.2,8.6,4183,30,Female,Japan,Standard,4.5,Positive,57,No,27,2025-03-08
318,Film_318,Drama,2019,125,37.78,129.17,8.6,4.1,2746,68,Female,Japan,Free,5.0,Positive,67,No,236,2025-01-16
515,Film_515,Romance,2014,155,108.5,380.27,4.9,2.9,3139,55,Female,India,Standard,4.0,Positive,115,No,147,2024-09-18
841,Film_841,Action,2011,103,161.04,474.73,9.3,7.3,2365,34,Female,USA,Standard,4.5,,32,No,168,2023-04-07
210,Film_210,Sci-Fi,2006,158,26.82,69.92,5.2,8.6,1671,27,Female,USA,Standard,2.5,Negative,35,No,234,2023-05-02
495,Film_495,Sci-Fi,1994,113,162.61,458.99,7.4,8.4,2059,24,Male,Germany,Free,4.0,Positive,75,No,138,2025-06-22
295,Film_295,Horror,2019,80,203.54,370.86,4.1,7.3,3407,46,Male,Canada,Standard,4.5,Positive,48,Yes,32,2024-10-24
576,Film_576,Romance,1988,102,116.42,523.74,1.2,2.1,340,56,Female,Canada,Standard,4.0,Positive,60,No,245,2023-08-15
169,Film_169,Documentary,2008,177,86.38,91.1,8.3,1.5,3455,43,Female,Germany,Free,3.5,Neutral,128,No,188,2023-05-31
481,Film_481,Sci-Fi,2009,179,142.38,371.6,7.3,3.3,3320,31,Female,India,Standard,5.0,Positive,162,No,217,2024-07-03
727,Film_727,Action,2023,124,245.41,157.34,1.9,7.0,4961,27,Female,France,Standard,4.0,Positive,54,No,239,2023-05-06
690,Film_690,Thriller,2023,134,192.67,130.08,8.9,8.5,4672,62,Female,India,Free,4.0,Positive,100,No,213,2025-09-14
785,Film_785,Action,1999,143,103.89,485.35,3.7,4.8,509,23,Male,Australia,Standard,3.5,Neutral,76,No,200,2025-01-03
798,Film_798,Horror,1998,103,182.75,113.29,6.5,6.5,2591,41,Male,France,Free,4.5,Positive,81,Yes,158,2024-06-10
67,Film_67,Horror,2000,172,8.08,28.06,1.3,,2988,45,Female,Germany,Standard,3.5,Neutral,46,No,247,2024-03-14
879,Film_879,Documentary,2003,148,241.42,469.34,1.5,5.6,1965,59,Male,Canada,Standard,4.5,Positive,50,No,98,2025-03-30
193,Film_193,Sci-Fi,2009,86,7.51,50.42,3.0,3.5,883,26,Female,USA,Standard,4.0,Positive,45,No,29,2023-10-10
563,Film_563,Romance,1995,151,39.83,27.88,9.7,3.3,3034,59,Male,India,Premium,3.5,Neutral,132,No,16,2025-03-05
385,Film_385,Thriller,2004,99,15.22,41.73,6.1,,557,50,Female,Germany,Premium,4.0,Positive,74,Yes,134,2025-08-29
205,Film_205,Documentary,2021,131,129.37,517.59,7.7,4.0,294,60,Male,Canada,Free,5.0,Positive,93,Yes,230,2025-01-12
101,Film_101,Documentary,2006,99,163.13,384.46,8.8,4.6,393,55,Female,Germany,Premium,5.0,Positive,57,No,26,2023-12-06
815,Film_815,Action,2019,163,12.26,63.73,3.0,7.3,713,33,Male,Canada,Free,3.5,Neutral,93,No,103,2023-08-30
465,Film_465,Romance,1997,108,57.44,44.81,1.9,8.4,2350,54,Female,Japan,Premium,3.0,Neutral,82,No,19,2025-09-01
40,Film_40,Comedy,1994,84,242.52,209.33,9.2,5.8,406,18,Female,UK,Standard,3.5,Neutral,43,No,248,2024-09-22
38,Film_38,Comedy,1980,164,161.09,513.15,8.6,3.6,3596,32,Female,India,Premium,5.0,Positive,74,Yes,216,2024-08-05
263,Film_263,Drama,2018,137,89.92,294.82,8.4,2.5,4083,59,Male,Japan,Free,4.0,Positive,64,No,202,2024-12-01
920,Film_920,Comedy,2006,179,16.21,20.48,1.7,7.9,172,19,Female,Canada,Standard,2.0,Negative,147,No,56,2024-04-03
501,Film_501,Drama,1987,109,89.06,120.51,8.7,9.0,456,57,Male,India,Standard,4.5,Positive,70,No,201,2023-10-13
556,Film_556,Action,2014,144,223.36,650.91,3.1,8.0,1645,50,Female,India,Standard,5.0,Positive,143,No,50,2023-08-22
448,Film_448,Documentary,2019,111,26.72,105.08,8.8,3.8,683,48,Male,Germany,Standard,4.0,Positive,38,No,191,2023-02-05
630,Film_630,Thriller,2022,167,171.46,107.04,8.9,4.8,2817,48,Female,Australia,Free,4.0,Positive,149,No,41,2023-06-29
920,Film_920,Action,2009,163,193.77,757.73,7.9,9.2,3134,34,Male,France,Standard,5.0,Positive,155,No,111,2023-01-03
616,Film_616,Romance,2000,108,246.99,809.35,4.0,1.1,4093,45,Male,India,Premium,5.0,Positive,63,No,137,2023-07-27
140,Film_140,Action,2008,85,19.69,92.71,1.6,9.8,4783,28,Female,France,Free,4.5,Positive,60,Yes,200,2023-07-11
656,Film_656,Documentary,2019,160,96.89,282.4,8.8,9.2,4717,66,Male,India,Premium,4.5,Positive,45,Yes,57,2024-02-07
175,Film_175,Sci-Fi,1982,149,47.11,226.04,6.2,2.2,855,23,Female,Canada,Free,4.0,Positive,72,No,8,2024-09-10
808,Film_808,Romance,1981,134,37.51,85.11,4.1,9.0,2931,57,Male,Japan,Free,4.0,Positive,57,No,201,2025-07-12
345,Film_345,Drama,2011,138,158.04,208.63,3.0,6.3,2816,59,Male,France,Standard,4.0,Positive,104,No,92,2024-06-01
668,Film_668,Drama,1994,136,234.28,623.26,5.2,6.3,4736,65,Female,France,Free,4.5,Positive,63,No,167,2024-12-30
317,Film_317,Action,2016,143,221.18,388.47,7.5,1.6,175,31,Female,Germany,Standard,3.5,Neutral,118,No,95,2023-07-17
983,Film_983,Sci-Fi,1983,156,51.43,186.9,9.5,3.7,138,22,Female,USA,Free,4.5,Positive,148,No,177,2023-09-26
437,Film_437,Sci-Fi,2020,132,145.42,326.12,4.5,1.6,2698,37,Female,Japan,Standard,3.5,Neutral,78,No,47,2025-06-24
909,Film_909,Action,1989,142,67.22,113.41,9.4,2.1,2076,19,Female,USA,Premium,4.5,Positive,79,Yes,228,2024-11-29
671,Film_671,Documentary,2021,122,75.98,116.23,2.3,7.3,680,54,Female,Australia,Free,3.0,Neutral,55,No,29,2024-03-09
342,Film_342,Action,2010,107,179.03,111.9,2.5,9.0,4281,28,Male,Germany,Standard,4.0,Positive,70,No,135,2023-06-20
145,Film_145,Documentary,2019,176,175.45,423.99,6.5,1.8,1047,50,Male,Australia,Premium,5.0,Positive,93,No,90,2024-07-31
114,Film_114,Action,2025,118,100.77,398.39,2.3,5.7,477,26,Female,UK,Premium,4.0,,103,No,179,2024-10-22
500,Film_500,Action,2006,168,147.79,388.46,7.0,9.6,173,28,Male,Germany,Free,5.0,Positive,71,No,232,2023-09-26
910,Film_910,Drama,1997,124,113.84,211.53,6.2,4.8,285,68,Female,UK,Standard,3.5,Neutral,108,Yes,116,2025-01-15
714,Film_714,Horror,2017,177,149.4,567.16,5.2,3.3,2982,28,Male,India,Free,3.5,Neutral,58,No,138,2025-09-16
706,Film_706,Drama,1983,125,90.74,265.17,2.0,9.1,4826,64,Female,USA,Standard,3.5,Neutral,117,No,138,2025-08-15
619,Film_619,Horror,1984,89,52.59,58.09,4.4,6.9,3332,19,Male,India,Premium,3.5,Neutral,70,No,160,2024-08-09
484,Film_484,Drama,2007,164,50.85,183.2,5.9,7.3,4012,55,Female,Canada,Premium,3.5,Neutral,103,Yes,71,2023-08-29
285,Film_285,Action,1994,145,83.04,395.83,4.5,4.1,1725,25,Male,Canada,Standard,4.5,Positive,123,No,228,2024-08-01
650,Film_650,Documentary,2011,90,44.75,73.91,6.4,5.0,500,64,Male,France,Standard,3.5,Neutral,71,No,169,2024-09-29
346,Film_346,Drama,2003,94,200.55,696.99,4.1,1.2,3269,55,Male,UK,Free,4.5,Positive,31,No,14,2024-11-13
375,Film_375,Romance,2012,176,198.78,860.22,8.6,4.8,3598,54,Female,Canada,Standard,5.0,Positive,106,No,102,2023-02-27
936,Film_936,Comedy,1992,137,171.96,431.43,7.2,9.1,3257,18,Female,UK,Standard,4.0,Positive,65,No,12,2024-01-17
114,Film_114,Horror,1998,111,186.99,685.77,6.6,5.9,3788,46,Male,Canada,Standard,5.0,Positive,52,Yes,36,2024-10-11
593,Film_593,Documentary,2010,113,221.19,442.23,4.9,1.5,3078,52,Male,Germany,Premium,5.0,Positive,85,No,171,2025-05-04
786,Film_786,Action,2009,84,11.95,39.06,9.0,5.8,1933,49,Female,Canada,Standard,3.0,Neutral,56,No,129,2024-12-17
572,Film_572,Documentary,1986,91,229.43,598.81,2.0,6.6,2233,57,Female,Australia,Standard,5.0,Positive,75,No,176,2025-07-02
293,Film_293,Documentary,2010,131,191.77,507.93,3.3,6.8,2727,62,Female,Germany,Standard,4.5,Positive,62,Yes,131,2023-02-10
670,Film_670,Action,2014,151,183.89,808.66,1.7,7.3,3655,25,Female,India,Standard,5.0,Positive,44,No,21,2023-09-06
35,Film_35,Romance,1989,159,79.47,210.91,2.9,2.3,4996,57,Male,India,Standard,4.5,Positive,102,No,63,2025-03-11
688,Film_688,Sci-Fi,2000,134,99.73,128.97,2.6,5.3,3343,29,Female,Germany,Free,3.0,Neutral,65,No,145,2025-04-03
174,Film_174,Documentary,2003,111,34.23,100.5,9.2,3.4,967,66,Female,India,Free,4.0,Positive,77,Yes,91,2024-09-22
693,Film_693,Action,2008,153,169.88,503.27,6.5,9.1,4233,19,Male,UK,Standard,4.5,Positive,57,No,189,2023-06-03
854,Film_854,Action,2015,145,230.21,1091.18,1.8,7.9,2414,18,Male,USA,Free,5.0,Positive,121,Yes,32,2023-12-11
261,Film_261,Documentary,1988,169,234.59,561.62,4.6,3.1,2098,64,Male,France,Free,5.0,Positive,124,No,48,2023-06-29
177,Film_177,Drama,2007,83,112.31,158.79,9.4,3.6,586,47,Female,Australia,Premium,4.0,Positive,67,No,123,2024-06-21
518,Film_518,Comedy,2002,124,248.52,341.65,8.5,6.4,1237,23,Male,UK,Standard,3.5,Neutral,37,No,9,2023-01-10
271,Film_271,Drama,2003,105,147.09,456.23,3.6,9.9,841,67,Male,USA,Standard,4.0,Positive,83,No,163,2023-10-21
882,Film_882,Drama,1994,96,57.45,206.37,5.1,9.7,2384,30,Male,Germany,Free,4.0,Positive,34,No,162,2023-02-14
632,Film_632,Drama,2002,82,57.3,256.39,4.3,7.0,4323,55,Female,Japan,Premium,4.0,Positive,48,No,128,2023-03-01
927,Film_927,Action,2004,119,30.92,53.9,3.8,5.9,1283,43,Female,India,Standard,4.0,Positive,110,No,231,2025-03-25
429,Film_429,Drama,2025,168,88.66,401.35,3.3,6.2,1158,30,Male,USA,Standard,5.0,Positive,156,Yes,32,2025-04-30
510,Film_510,Documentary,1998,90,180.79,341.87,7.8,3.5,740,46,Male,Japan,Standard,4.0,Positive,82,No,159,2024-02-01
831,Film_831,Drama,2005,148,130.42,165.28,6.3,9.6,3182,31,Male,Germany,Premium,3.5,,97,No,179,2024-09-14
971,Film_971,Action,1987,163,7.06,23.04,4.0,2.4,1029,35,Male,India,Standard,4.0,Positive,153,No,20,2024-09-29
526,Film_526,Comedy,2006,92,81.64,93.87,2.7,4.5,2186,24,Female,Germany,Free,4.5,Positive,43,Yes,226,2025-06-15
63,Film_63,Action,2005,92,98.74,158.89,3.8,9.4,2543,22,Female,Germany,Standard,3.5,Neutral,84,No,86,2023-07-09
239,Film_239,Sci-Fi,1990,157,84.04,406.6,5.9,,390,20,Male,UK,Standard,4.0,Positive,77,No,202,2025-09-24
595,Film_595,Documentary,2023,100,24.04,94.88,7.1,1.3,908,65,Female,Japan,Premium,3.5,Neutral,52,No,192,2023-08-04
277,Film_277,Drama,2014,175,214.4,678.98,2.6,1.8,293,40,Male,France,Free,4.5,Positive,131,No,49,2024-01-19
544,Film_544,Documentary,2019,151,68.24,266.1,1.3,2.4,468,68,Male,Australia,Free,4.0,Positive,75,No,156,2025-01-21
526,Film_526,Drama,1990,120,78.88,348.99,3.0,6.9,439,58,Female,Japan,Premium,4.5,Positive,100,Yes,228,2023-01-13
6,Film_6,Romance,2000,107,187.6,544.13,2.1,7.1,4134,44,Male,UK,Standard,4.5,Positive,39,No,74,2024-10-11
618,Film_618,Documentary,1985,169,160.34,152.29,4.9,1.4,2872,61,Female,France,Free,3.0,Neutral,58,No,23,2024-09-17
108,Film_108,Documentary,1981,111,249.59,750.17,8.1,9.4,4764,55,Male,Canada,Free,5.0,Positive,93,No,22,2025-09-10
859,Film_859,Thriller,2005,172,53.89,120.35,1.4,1.1,915,33,Male,Japan,Standard,3.5,Neutral,110,No,163,2023-03-06
378,Film_378,Action,2014,83,113.02,81.13,9.4,1.9,2805,23,Male,UK,Free,4.5,Positive,31,No,119,2024-03-26
896,Film_896,Drama,2024,176,34.04,122.08,4.9,6.5,842,54,Female,USA,Free,4.0,Positive,175,No,54,2024-11-11
802,Film_802,Documentary,2007,138,178.57,902.12,8.2,3.9,2247,67,Male,Japan,Standard,5.0,Positive,59,Yes,71,2023-11-07
930,Film_930,Romance,2008,81,133.47,419.56,1.6,4.3,1502,60,Male,USA,Premium,5.0,Positive,56,Yes,122,2023-02-23
504,Film_504,Sci-Fi,2007,163,92.58,319.0,4.1,9.9,251,50,Male,India,Free,5.0,Positive,162,No,35,2023-06-08
354,Film_354,Romance,1984,91,181.7,446.63,8.8,2.1,2602,58,Male,USA,Standard,5.0,Positive,48,Yes,78,2025-07-08
34,Film_34,Documentary,1988,169,49.72,48.02,9.6,5.7,2651,57,Female,Canada,Standard,4.0,Positive,89,No,90,2023-07-20
359,Film_359,Romance,1996,177,93.18,384.23,3.6,4.9,442,37,Female,France,Premium,4.0,Positive,122,No,122,2024-01-15
208,Film_208,Animation,1986,148,129.9,203.89,8.7,5.7,1546,46,Female,Canada,Free,4.0,Positive,58,No,92,2023-08-16
937,Film_937,Action,1991,134,201.66,419.94,2.6,8.4,3817,27,Male,UK,Premium,5.0,Positive,101,No,238,2024-05-07
969,Film_969,Documentary,2021,89,161.21,668.48,6.2,7.9,1239,68,Male,Japan,Standard,5.0,Positive,82,Yes,208,2024-09-11
124,Film_124,Thriller,2009,134,109.81,441.01,5.5,3.8,1873,43,Male,Germany,Standard,4.0,Positive,88,No,114,2024-11-09
642,Film_642,Documentary,1983,100,11.11,15.88,9.1,5.6,4333,65,Male,Canada,Free,4.0,Positive,49,No,197,2025-02-09
136,Film_136,Romance,2023,137,81.14,251.55,8.8,5.7,138,48,Male,Australia,Standard,5.0,Positive,87,No,54,2023-07-17
529,Film_529,Documentary,1988,172,233.81,1043.61,9.1,8.5,2065,61,Male,Australia,Free,5.0,Positive,117,No,192,2023-05-22
281,Film_281,Action,1994,116,241.35,136.64,7.7,1.6,3114,32,Male,France,Standard,3.0,Neutral,96,Yes,15,2025-07-04
599,Film_599,Action,2007,118,78.06,213.61,9.7,4.1,335,29,Male,Australia,Standard,4.0,Positive,63,No,89,2023-03-06
429,Film_429,Documentary,1990,131,229.4,,4.2,7.0,4331,67,Non-binary,Germany,Standard,5.0,Positive,126,Yes,119,2024-07-29
243,Film_243,Documentary,1984,91,230.71,1154.01,6.0,7.5,738,70,Female,USA,Free,5.0,Positive,73,Yes,104,2023-11-16
570,Film_570,Comedy,2009,165,22.52,59.12,2.3,5.4,4918,27,Male,France,Free,3.0,Neutral,119,No,225,2024-06-11
659,Film_659,Documentary,1985,115,106.85,459.88,4.8,7.1,484,54,Female,Canada,Free,5.0,Positive,112,No,238,2023-04-18
891,Film_891,Action,1990,148,31.77,47.14,7.1,7.1,2586,28,Female,USA,Premium,4.5,Positive,58,No,155,2024-11-29
849,Film_849,Drama,2019,151,151.05,638.15,7.3,6.8,2654,66,Female,Germany,Standard,5.0,Positive,79,No,180,2023-04-14
119,Film_119,Horror,2000,158,28.58,109.68,5.9,1.1,2859,23,Male,UK,Standard,3.5,Neutral,116,No,62,2024-03-26
245,Film_245,Drama,2012,115,183.65,404.77,3.7,9.4,3216,61,Male,UK,Standard,4.5,Positive,35,No,226,2025-08-09
256,Film_256,Romance,1981,172,102.31,180.45,9.4,4.1,1647,67,Female,Germany,Standard,4.5,Positive,125,Yes,215,2023-10-05
568,Film_568,Horror,2019,121,138.52,275.02,8.0,8.5,3187,25,Female,India,Free,5.0,Positive,105,No,246,2024-05-07
491,Film_491,Romance,1980,99,165.53,607.05,8.1,1.6,2368,62,Male,Canada,Standard,4.5,Positive,44,No,23,2024-05-01
442,Film_442,Drama,2020,174,238.84,332.14,2.7,,3025,70,Female,UK,Premium,3.5,Neutral,146,No,5,2025-02-28
607,Film_607,Action,1995,98,118.35,164.07,9.9,4.4,1003,46,Male,India,Standard,3.5,Neutral,48,No,91,2024-10-15
763,Film_763,Animation,2017,89,123.2,400.7,7.6,5.3,937,49,Female,Japan,Standard,4.5,Positive,59,Yes,28,2025-04-11
141,Film_141,Thriller,2022,128,18.81,32.77,7.5,9.2,2881,43,Male,France,Premium,4.0,Positive,71,No,14,2023-02-21
188,Film_188,Drama,2015,167,42.28,193.49,10.0,1.0,2298,69,Female,Australia,Standard,3.5,Neutral,142,No,145,2023-08-20
43,Film_43,Documentary,2004,168,219.45,877.35,8.7,8.6,4460,57,Female,UK,Standard,5.0,Positive,153,No,28,2023-12-29
982,Film_982,Romance,1998,132,74.71,175.67,3.5,1.1,2417,39,Male,Japan,Standard,3.0,Neutral,116,No,224,2024-01-01
657,Film_657,Comedy,2000,130,169.26,824.87,3.3,1.2,3099,26,Female,Australia,Premium,4.5,Positive,89,Yes,142,2023-06-17
258,Film_258,Drama,2017,136,127.94,617.46,6.2,2.0,2897,62,Female,France,Standard,4.5,Positive,74,Yes,168,2025-04-27
691,Film_691,Romance,2006,126,126.68,380.8,4.6,2.4,3562,50,Male,USA,Standard,4.5,Positive,47,No,132,2023-07-27
275,Film_275,Thriller,1991,89,214.84,304.06,9.8,5.5,1852,47,Female,Canada,Standard,5.0,Positive,88,No,223,2025-01-16
754,Film_754,Comedy,1996,142,205.21,866.03,8.4,5.9,2277,28,Male,USA,Standard,5.0,Positive,85,No,144,2025-02-14
739,Film_739,Thriller,1989,129,243.87,270.33,6.5,4.8,3264,70,Female,Japan,Standard,3.0,Neutral,39,No,246,2024-03-17
833,Film_833,Documentary,2013,138,192.01,575.16,9.1,3.2,2335,37,Male,France,Standard,4.5,Positive,65,No,177,2023-06-13
495,Film_495,Action,1984,89,142.11,150.16,5.4,6.4,4357,26,Female,Germany,Premium,4.0,Positive,35,No,110,2023-10-02
96,Film_96,Drama,2001,142,45.79,127.14,2.5,7.8,4356,67,Female,Germany,Standard,4.0,Positive,37,No,215,2025-04-28
361,Film_361,Romance,2016,170,164.89,738.38,2.4,7.4,2074,65,Male,Japan,Free,4.5,Positive,141,Yes,175,2023-09-10
895,Film_895,Sci-Fi,2019,92,174.92,674.37,9.2,3.2,541,30,Male,Canada,Free,5.0,Positive,57,No,199,2025-08-15
334,Film_334,Sci-Fi,1990,179,40.41,181.16,8.0,4.7,182,23,Female,USA,Premium,4.0,Positive,67,No,144,2023-01-31
510,Film_510,Horror,1989,100,100.16,283.79,4.4,3.6,2141,19,Female,USA,Free,3.5,Neutral,99,No,38,2023-06-03
682,Film_682,Documentary,2010,159,39.32,80.18,8.4,3.2,258,66,Female,Germany,Standard,3.0,Neutral,122,No,45,2025-04-03
325,Film_325,Drama,1993,114,203.96,960.52,6.9,2.2,4588,66,Male,Canada,Free,5.0,Positive,100,No,21,2023-07-08
522,Film_522,Drama,2013,112,68.65,244.21,6.3,8.6,2014,56,Female,USA,Free,4.0,Positive,52,No,132,2023-12-07
697,Film_697,Documentary,2015,127,212.75,396.26,5.5,5.1,4046,52,Male,Japan,Premium,5.0,Positive,115,Yes,243,2023-06-30
582,Film_582,Sci-Fi,2023,144,34.81,40.77,5.7,6.3,4460,29,Male,France,Free,3.0,Neutral,134,No,246,2023-09-29
